alt_name_x,gubernia,href,lat,long,name,province,google_maps,jewish_gen,usbgn,alt_name_y,notes,population,region,pop1,year1,pop2,year2,pop_diff,year_diff,pop_diff_year,google_lat,google_long
?,?,/town/nowe_miasto_Pil.htm,51?38',20?35',Nowe Miasto nad Pilica,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.633333,20.583333+(Nowe Miasto nad Pilica)&ie=UTF8&ll=51.633333,20.583333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.633333&long=20.583333,-518857,"Alternate?names: Nowe Miasto nad Pilic? [Pol], Neishtat oif der Pilitza [Yid], Neumark an der Pilitza [Ger], Nowe Miasto, Novi Miasto","Russian: ????-?????-???-???????.   Yiddish: ????????.   
 Hebrew: ???? ?????? ?? ???????
46 miles SSW of Warszawa, 30 miles SE of Skierniewice, 29 miles WNW of Radom.","1,711 (in 1897)",Piotrkow,1711,1897,,,,,,51.633333,20.583333
Neustadt a/d Warthe,?,/town/nowe_miasto_War.htm,52?06',17?25',Nowe Miasto Nad Warta,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.1,17.416667+(Nowe Miasto Nad Warta)&ie=UTF8&ll=52.1,17.416667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.1&long=17.416667,0,,,,,,1900,,,,,,52.1,17.416667
Naugard,?,/town/nowogard.htm,53?39',15?07',Nowogard,Szczecin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.65,15.116667+(Nowogard)&ie=UTF8&ll=53.65,15.116667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.65&long=15.116667,0,,,,,,1900,,,,,,53.65,15.116667
?,Lomza,/town/nowogrod.htm,53?14',21?52',Nowogrod,Bialystok,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.233333,21.866667+(Nowogrod)&ie=UTF8&ll=53.233333,21.866667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.233333&long=21.866667,-518975,"Alternate?names: Nowogr?d [Pol], Novogrod [Rus, Yid], Novegrod, Novogrud","Russian: ???????? / ????????.   Yiddish: ???????????.   
 Hebrew: ????????
10 miles WNW of ?om?a.","1,177 (in 1897), 514 (in 1921)",Lomza,1177,1897,514,1921,-663.0,24.0,-27.625,53.233333,21.866667
Tiegenhof,Prussia,/town/nowy_dwor.htm,54?13',19?07',Nowy Dwor,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.216667,19.116667+(Nowy Dwor)&ie=UTF8&ll=54.216667,19.116667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.216667&long=19.116667,-519070,,,,,,1900,,,,,,54.216667,19.116667
?,?,/town/nowy_dwor_mazow.htm,52?26',20?43',Nowy Dwor Mazowiecki,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.433333,20.716667+(Nowy Dwor Mazowiecki)&ie=UTF8&ll=52.433333,20.716667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.433333&long=20.716667,-519071,"Alternate?names: Nowy Dw?r Mazowiecki [Pol], Novi Dvor [Yid], Sde Chadash [Heb], Novy Dvor, Nowy Dw?r, Nowydw?r, Mazoviecki","Russian: ????-????-????????? / ????? ????.  
 Yiddish: ????????????.    Hebrew: ???????? ????????? 
17 miles NW of Warsaw, at the confluence of the Narew and Vistula Rivers.
","4,737 (in 1897)",Warszawa,4737,1897,,,,,,52.433333,20.716667
?,?,/town/nowy_korczyn.htm,50?18',20?49',Nowy Korczyn,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.3,20.816667+(Nowy Korczyn)&ie=UTF8&ll=50.3,20.816667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.3&long=20.816667,-519097,"Alternate?names: Nowy Korczyn [Pol], Novi-Kortchin [Yid], Ir Chadash [Heb], Kortshin, Kortshin Novi, Nowe Miasto Korczyn, Neustadt","Russian: ????-?????? / ?????? ?????.   Yiddish: ????????.   
 Hebrew: ???? ????'??
37 miles S of Kielce, 21 miles NNW of Tarn?w.","2,781 (in 1897), 2,478 (in 1921)",Kielce,2781,1897,2478,1921,-303.0,24.0,-12.625,50.3,20.816667
?,?,/town/nowy_sacz.htm,49?38',20?43',Nowy Sacz,Krakow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.633333,20.716667+(Nowy Sacz)&ie=UTF8&ll=49.633333,20.716667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.633333&long=20.716667,-519123,"Alternate?names: Nowy S?cz [Pol], Nay Sants [Yid], Neu-Sandez [Ger], Nov? Sadec [Cz], Nov? Sacz [Slov], ?jszandec [Hun], Neisantz, Novi Sach, Novi Sansh, Nowy Soncz, Naya Sandets, Sandets, Sandec, Sandz, Sants, Sanz, Tsants, Tzanz","Yiddish: ???? (Santz) or ??-???? (Nay-Santz).
47 miles SE of Krak?w, 29 miles SSW of Tarn?w.","5,163 (in 1880), 7,990 (in 1910)",Krakow,5163,1880,7990,1910,2827.0,30.0,94.23333333333333,49.633333,20.716667
?,?,/town/nowy_targ.htm,49?29',20?02',Nowy Targ,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.483333,20.033333+(Nowy Targ)&ie=UTF8&ll=49.483333,20.033333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.483333&long=20.033333,-519152,"Alternate?names: Nowy Targ [Pol], Neumarkt am Dohnst [Ger], Nov? Targ [Slov], Neimarkt [Yid], Neumarkt, Novi-Targ, Noymark","Yiddish: ????-????
42 miles S of Krak?w.","773 (in 1890), 1,342 (in 1921)",Krakow,773,1890,1342,1921,569.0,31.0,18.35483870967742,49.483333,20.033333
Wisznicz Nowy,?,/town/nowy_wisnicz.htm,49?55',20?28',Nowy Wisnicz,Krakow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.916667,20.466667+(Nowy Wisnicz)&ie=UTF8&ll=49.916667,20.466667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.916667&long=20.466667,-519160,"Alternate?names: Nowy Wi?nicz [Pol], Wi?nicz Nowy, Vishnitsa [Yid], Wischnitz [Ger], Vishnitz, Vizhnitz, Vishnich Novy","27 miles ESE of Krak?w, 4 miles S of Bochnia.","2,278 (in 1890)",Krakow,2278,1890,,,,,,49.916667,20.466667
?,Galicia,/town/zmigrod_nowy.htm,49?37',21?32',Nowy Zmigrod,Rzeszow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.616667,21.533333+(Nowy Zmigrod)&ie=UTF8&ll=49.616667,21.533333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.616667&long=21.533333,-519166,"Alternate?names: Nowy ?migr?d [Pol], ?migr?d Nowy [Pol], Zhmigrod [Yid], Schmiedeburg [Ger], ?migr?d, Zhmigrod Novy","Yiddish: ????????
37 miles SE of Tarn?w, 36 miles SW of Rzesz?w, 9 miles SSE of Jas?o.
[Not to be confused with ?migr?d (former Trachenberg) in Lower Silesia].","1,330 (in 1880), 940 (in 1921)",Krakow,1330,1880,940,1921,-390.0,41.0,-9.512195121951219,49.616667,21.533333
?,Lomza,/town/nur.htm,52?40',22?19',Nur,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.666667,22.316667+(Nur)&ie=UTF8&ll=52.666667,22.316667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.666667&long=22.316667,-519177,"Alternate?names: Nur [Pol, Rus, Yid]","Russian: ???.   Hebrew: ???
37 miles SSE of ?om?a, 20 miles ESE of Ostr?w Mazowiecka, 19 miles N of Soko??w Podlaski.","1,212",Lomza,1212,1900,,,,,,52.666667,22.316667
Neisse,Prussia,/town/nysa.htm,50?28',17?20',Nysa,Opole,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.466667,17.333333+(Nysa)&ie=UTF8&ll=50.466667,17.333333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.466667&long=17.333333,-519190,"Alternate?names: Nysa [Pol], Neisse [Ger], Nisa [Cz], Niesse, Nei?e, Neisze","In Upper Silesia, 46 miles SSE of Wroc?aw (Breslau), 32 miles SW of Opole (Oppeln).","464 (in 1861), 220 (in 1933)",Prussia,464,1861,220,1933,-244.0,72.0,-3.388888888888889,50.466667,17.333333
Obertin,Galicia,/town/obertyn.htm,48?42',25?10',Obertyn,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=48.7,25.166667+(Obertyn)&ie=UTF8&ll=48.7,25.166667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=48.7&long=25.166667,-1049005,"Alternate?names: Obertyn [Pol, Ukr], Obertin [Rus, Yid]","Ukrainian: ???????.  Hebrew: ???????
26 miles SE of Ivano-Frankivsk (Stanis?aw?w), 15 miles W of Horodenka.","2,070",Stanislawow,2070,1900,,,,,,48.7,25.166667
Obornik,?,/town/oborniki.htm,52?39',16?49',Oborniki,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.65,16.816667+(Oborniki)&ie=UTF8&ll=52.65,16.816667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.65&long=16.816667,-519253,"Alternate?names: Oborniki [Pol], Obornik [Ger]",17 miles NNW of Pozna? (Posen).,"395 (in 1878), 60 (in 1939)",Prussia,395,1878,60,1939,-335.0,61.0,-5.491803278688525,52.65,16.816667
?,?,/town/ogrodzieniec.htm,50?27',19?31',Ogrodzieniec,Katowice,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.45,19.516667+(Ogrodzieniec)&ie=UTF8&ll=50.45,19.516667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.45&long=19.516667,0,,,,,,1900,,,,,,50.45,19.516667
?,?,/town/okocim.htm,?,?,Okocim,?,,,0,,,,,,1900,,,,,,,
Okopy,Galicia,/town/okopy_sw. trojc.htm,48?32',26?24',Okopy Sw. Trojcy,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=48.533333,26.4+(Okopy Sw. Trojcy)&ie=UTF8&ll=48.533333,26.4&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=48.533333&long=26.4,-1049162,"Alternate?names: Okopy [Ukr, Pol], Okup [Yid], Okip, Okopi, Okopy ?wi?tej Tr?jcy","Ukrainian: ?????.   Yiddish: ????
79 miles SSE of Ternopil, 12 miles SW of Kamyanets Podilskyy, at the confluence of the Zbruch and Dniester rivers.","157 (in 1900), 69 (in 1921)",Tarnopol,157,1900,69,1921,-88.0,21.0,-4.190476190476191,48.533333,26.4
?,Warszawa,/town/okuniew.htm,52?16',21?18',Okuniew,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.266667,21.3+(Okuniew)&ie=UTF8&ll=52.266667,21.3&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.266667&long=21.3,-519589,"Alternate?names: Okuniew [Pol], Okuniev [Yid], Okunev [Rus]","Russian: ??????.  Hebrew: ????????
13 miles E of Warszawa.",287,Warszawa,287,1900,,,,,,52.266667,21.3
Ohlau,?,/town/olawa.htm,50?58',17?18',Olawa,Wroclaw,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.966667,17.3+(Olawa)&ie=UTF8&ll=50.966667,17.3&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.966667&long=17.3,0,,,,,,1900,,,,,,50.966667,17.3
?,?,/town/olchawa.htm,?,?,Olchawa,?,,,0,,,,,,1900,,,,,,,
?,?,/town/oleksow.htm,?,?,Oleksow,?,,,0,,,,,,1900,,,,,,,
?,Galicia,/town/olesko.htm,49?58',24?53',Olesko,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.966667,24.883333+(Olesko)&ie=UTF8&ll=49.966667,24.883333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.966667&long=24.883333,-1049235,"Alternate?names: Oles'ko [Ukr], Olesko [Pol, Rus], Alesk [Yid], Allesk","Ukrainian: ???????.   Yiddish: ??????.   
 Russian: ??????.    Hebrew: ??????
42 miles NW of Ternopil (Tarnopol), 40 miles ENE of L'viv (Lvov), 
12 miles N of Zolochiv (Z?ocz?w), 11 miles E of Busk.",832 (in 1910),Tarnopol,832,1910,,,,,,49.966667,24.883333
Oels,?,/town/olesnica.htm,51?12',17?23',Olesnica,Wroclaw,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.2,17.383333+(Olesnica)&ie=UTF8&ll=51.2,17.383333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.2&long=17.383333,-519691,"Alternate?names: Ole?nica [Pol], ?ls [Ger], Oels","There are 10 places named 'Ole?nica' in Poland.  
This one is 17 miles ENE of Wroc?aw (Breslau), in Lower Silesia.","335 (in 1885), 118 (in 1925)",Prussia,335,1885,118,1925,-217.0,40.0,-5.425,51.2,17.383333
Rosenberg,?,/town/olesno.htm,50?12',20?56',Olesno,Opole,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.2,20.933333+(Olesno)&ie=UTF8&ll=50.2,20.933333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.2&long=20.933333,0,,,,,,1900,,,,,,50.2,20.933333
?,Galicia,/town/oleszyce.htm,50?10',23?02',Oleszyce,Rzeszow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.166667,23.033333+(Oleszyce)&ie=UTF8&ll=50.166667,23.033333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.166667&long=23.033333,-519718,"Alternate?names: Oleszyce [Pol], Halshitz [Yid], Oleshychi [Ukr], Oleshits, Holeshits, Holashitz, Oleshitse","Yiddish: ???????.    Ukrainian: ???????.
29 miles NNE of Przemy?l, 4 miles W of Lubacz?w.","2,463 (in 1900), 1,590 (in 1921)",Lwow,2463,1900,1590,1921,-873.0,21.0,-41.57142857142857,50.166667,23.033333
Alytus,Suwalki,/town/olita.htm,54?24',24?03',Olita,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.4,24.05+(Olita)&ie=UTF8&ll=54.4,24.05&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.4&long=24.05,0,,,,,,1900,,,,,,54.4,24.05
?,Kielce,/town/olkusz.htm,50?17',19?34',Olkusz,Krakow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.283333,19.566667+(Olkusz)&ie=UTF8&ll=50.283333,19.566667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.283333&long=19.566667,-519731,"Alternate?names: Olkusz [Pol], Elkish [Yid], Ol'kush [Rus], Elkush, Olkust","Russian: ?????.  Yiddish: ?????
21 miles NW of Krak?w, 19 miles E of B?dzin (Bendin).","1,835",Kielce,1835,1900,,,,,,50.283333,19.566667
Allenstein,?,/town/olsztyn.htm,53?47',20?29',Olsztyn,Olsztyn,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.783333,20.483333+(Olsztyn)&ie=UTF8&ll=53.783333,20.483333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.783333&long=20.483333,-519859,"Alternate?names: Olsztyn [Pol], Allenstein [Ger], Ol?tynas [Lith], Allenshteyn, Aln?steini, Alna?tynas","Historical capital of Warmia, in East Prussia, 83 miles ESE of Gda?sk (Danzig), 78 miles WNW of ?om?a.",471 (in 1905),Prussia,471,1905,,,,,,53.783333,20.483333
?,Radom,/town/opatow.htm,50?48',21?26',Opatow,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.8,21.433333+(Opatow)&ie=UTF8&ll=50.8,21.433333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.8&long=21.433333,-519939,"Alternate?names: Opat?w [Pol], Apt [Yid], Opatov [Rus], Apta","Russian: ?????? / ??????.   Yiddish: ????? / ????.   
9 miles S of Ostrowiec ?wi?tokrzyski, 33 miles E of Kielce.","4,138 (in 1897), 5,462 (in 1921)",Radom,4138,1897,5462,1921,1324.0,24.0,55.166666666666664,50.8,21.433333
?,Radom,/town/opoczno.htm,51?22',20?17',Opoczno,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.366667,20.283333+(Opoczno)&ie=UTF8&ll=51.366667,20.283333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.366667&long=20.283333,-519966,"Alternate?names: Opoczno [Pol], Opotchna [Yid], Opochno [Rus], Opotshnah","Russian: ??????.   Yiddish: ???????? / ???????  
44 miles SE of ??d?, 40 miles NNW of Kielce, 38 miles W of Radom.","2,425 (in 1897), 3,376 (in 1921)",Radom,2425,1897,3376,1921,951.0,24.0,39.625,51.366667,20.283333
Oppeln,?,/town/opole.htm,50?40',17?57',Opole,Opole,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.666667,17.95+(Opole)&ie=UTF8&ll=50.666667,17.95&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.666667&long=17.95,-519973,"Alternate?names: Opole [Pol], Oppeln [Ger], Opol? [Cz], Oppein, Uopole","Historical capital of Upper Silesia (Oberschlesien).  
In Poland now; in Germany (called 'Oppeln') before WWII.
[Not to be confused with Opole Lubelskie, Poland.]","718 (in 1895), 607 (in 1930)",Prussia,718,1895,607,1930,-111.0,35.0,-3.1714285714285713,50.666667,17.95
?,Lublin,/town/opole_lubelskie.htm,51?09',21?58',Opole Lubelskie,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.15,21.966667+(Opole Lubelskie)&ie=UTF8&ll=51.15,21.966667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.15&long=21.966667,-519976,"Alternate?names: Opole Lubelskie [Pol, since 1945], Opola [Yid], Opole [Pol, before 1945], Apla, Opole Lubelski","Russian: ?????-?????????.  Hebrew: ??????????????
27 miles SW of Lublin, 18 miles S of Pu?awy. 
Known as just ""Opole"" until 1945; the adjective ""Lubelskie"" was then added, to differentiate it from the town named ""Opole"" (Oppeln) in former Upper Silesia, Germany.","3,328",Lublin,3328,1900,,,,,,51.15,21.966667
?,?,/town/orla.htm,52?42',23?20',Orla,Bialystok,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.7,23.333333+(Orla)&ie=UTF8&ll=52.7,23.333333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.7&long=23.333333,-520022,"Alternate?names: Orla [Pol, Rus, Yid]","Russian: ????.   Hebrew: ?????
31 miles SSE of Bia?ystok, 7 miles SE of Bielsk Podlaski.
[Not to be confused with the smaller town of Orlya, SW of Lida].","2,310 (in 1897), 1,167 (in 1921)",Grodno,2310,1897,1167,1921,-1143.0,24.0,-47.625,52.7,23.333333
Ossenholz,Warszawa,/town/osieciny.htm,52?38',18?43',Osieciny,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.633333,18.716667+(Osieciny)&ie=UTF8&ll=52.633333,18.716667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.633333&long=18.716667,-520176,"Alternate?names: Osi?ciny [Pol], Ossenholz [Ger], Osienciny, Oshyenchin","Russian: ????????.   Hebrew: ??????????
13 miles W of W?oc?awek, 24 miles SW of Lipno, 28 miles S of Toru?.","251 (in 1857), 436 (in 1921)",Warszawa,251,1857,436,1921,185.0,64.0,2.890625,52.633333,18.716667
?,?,/town/osieczna.htm,51?54',16?41',Osieczna,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.9,16.683333+(Osieczna)&ie=UTF8&ll=51.9,16.683333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.9&long=16.683333,-520186,,,,,,1900,,,,,,51.9,16.683333
?,Radom,/town/osiek.htm,50?31',21?27',Osiek,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.516667,21.45+(Osiek)&ie=UTF8&ll=50.516667,21.45&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.516667&long=21.45,-520199,"Alternate?names: Osiek [Pol], Osyek [Rus], Oshik [Yid], Oshek, Oshiyek","Russian: ????.   Yiddish: ?????.   
 Hebrew: ?????? / ?????
41 miles SE of Kielce (Kieltz), 17 miles SW of Sandomierz (Zuzmir), 13 miles E of Stasz?w (Stashev).
[Not to be confused with other places named 'Osiek' in Poland].","154 (in 1857), 539 (in 1921)",Radom,154,1857,539,1921,385.0,64.0,6.015625,50.516667,21.45
Drossen (Weststernberg),?,/town/osno.htm,52?27',14?52',Osno,Zielona,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.45,14.866667+(Osno)&ie=UTF8&ll=52.45,14.866667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.45&long=14.866667,-520328,"Alternate?names: O?no Lubuskie [Pol], Drossen [Ger], Drossen Stadt, O?no","68 miles S of Szczecin (Stettin); 15 miles ENE of Frankfurt an der Oder, Germany.","84 (in 1855), 28 (in 1933)",Prussia,84,1855,28,1933,-56.0,78.0,-0.717948717948718,52.45,14.866667
?,?,/town/ostroda.htm,53?41',19?57',Ostroda,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.696111,19.964722+(Ostroda)&ie=UTF8&ll=53.696111,19.964722&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.696111&long=19.964722,0,,,,,,1900,,,,,,53.696111,19.964722
?,Lomza,/town/ostroleka.htm,53?05',21?34',Ostroleka,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.083333,21.566667+(Ostroleka)&ie=UTF8&ll=53.083333,21.566667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.083333&long=21.566667,-520447,"Alternate?names: Ostro??ka [Pol], Ostrolenka [Yid, Rus]","Russian: ??????????.  Yiddish: ??????????  
66 miles W of Bia?ystok, 62 miles NNE of Warsaw, 22 miles WSW of ?om?a.","4,823",Lomza,4823,1900,,,,,,53.083333,21.566667
?,?,/town/ostrow_krolewsk.htm,?,?,Ostrow Krolewski,?,,,0,,,,,,1900,,,,,,,
?,Lomza,/town/ostrow_mazowiec.htm,52?48',21?54',Ostrow Mazowiecka,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.8,21.9+(Ostrow Mazowiecka)&ie=UTF8&ll=52.8,21.9&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.8&long=21.9,-520582,"Alternate?names: Ostr?w Mazowiecka [Pol], Ostrov-Mazovyetsk [Yid], Ostrova [Yid], Ostr?w, Ostrov, Ostrova, Ostrove, Ostreve, Mazovyetska, Ostrov-Mazovetskiy, Ostr?w Mazowiecki","Russian: ?????? / ??????-?????????.  
 Yiddish: ????????? / ???????-??????????
28 miles SSW of ?om?a.","5,960 (in 1897)",Lomza,5960,1897,,,,,,52.8,21.9
?,?,/town/ostrow_szlachec.htm,?,?,Ostrow Szlachecki,?,,,0,,,,,,1900,,,,,,,
Ostrowo,?,/town/ostrow_wielkopo.htm,51?39',17?49',Ostrow Wielkopolski,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.65,17.816667+(Ostrow Wielkopolski)&ie=UTF8&ll=51.65,17.816667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.65&long=17.816667,-520608,"Alternate?names: Ostr?w Wielkopolski [Pol], Ostrowo [Ger], Ostr?w, Ostrov, Ostr?w Wlkp., Ostrovia [Lat]","64 miles SE of Pozna? (Posen), 13 miles SW of Kalisz.",,Prussia,,1900,,,,,,51.65,17.816667
?,?,/town/ostrowiec_swiet.htm,50?56',21?24',Ostrowiec Swietokrzyski,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.933333,21.4+(Ostrowiec Swietokrzyski)&ie=UTF8&ll=50.933333,21.4&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.933333&long=21.4,-520544,"Alternate?names: Ostrowiec ?wi?tokrzyski [Pol], Ostrovtse [Yid], Ostrovetz [Rus], Ostrovitz, Ostrovitze, Ostrovitza, Ostrowiec","Russian: ????????-????????????.  Yiddish: ?????????
35 miles SSE of Radom, 33 miles ENE of Kielce.","6,146",Radom,6146,1900,,,,,,50.933333,21.4
Schildberg,?,/town/ostrzeszow.htm,51?25',17?57',Ostrzeszow,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.416667,17.95+(Ostrzeszow)&ie=UTF8&ll=51.416667,17.95&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.416667&long=17.95,-520642,"Alternate?names: Ostrzesz?w [Pol], Schildberg [Ger]","81 miles SSE of Pozna? (Posen), 17 miles SSE of Ostr?w Wielkopolski (Ostrowo).",422 (in 1885),Prussia,422,1885,,,,,,51.416667,17.95
?,Radom,/town/ozarow.htm,50?53',21?40',Ozarow,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.883333,21.666667+(Ozarow)&ie=UTF8&ll=50.883333,21.666667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.883333&long=21.666667,-520768,"Alternate?names: O?ar?w [Pol], Ozharov [Yid, Rus], Ozarov, Ozhorov","Russian: ??????.   Hebrew: ???'????
44 miles E of Kielce, 12 miles E of Ostrowiec ?wi?tokrzyski.","2,557 (in 1898)",Radom,2557,1898,,,,,,50.883333,21.666667
?,?,/town/ozorkow.htm,51?58',19?17',Ozorkow,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.966667,19.283333+(Ozorkow)&ie=UTF8&ll=51.966667,19.283333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.966667&long=19.283333,-520795,"Alternate?names: Ozork?w [Pol], Ozorkov [Yid], Ozorkuv [Rus], Ozarkov, Ozerkev","Russian: ??????? / ???????.   Yiddish: ?????????.   
 Hebrew: ???????? 
17 miles NNW of ??d?, 10 miles NW of Zgierz, 7 miles SSE of ??czyca (Lintshits).","5,837 (in 1897), 4,949 (in 1921)",Kalisz,5837,1897,4949,1921,-888.0,24.0,-37.0,51.966667,19.283333
?,Piotrkow,/town/pabianice.htm,51?40',19?22',Pabianice,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.666667,19.366667+(Pabianice)&ie=UTF8&ll=51.666667,19.366667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.666667&long=19.366667,-520801,"Alternate?names: Pabianice [Pol], Pabianitz [Yid, Ger], Pab'ianitze [Rus], Pabnitz, Pabenits, Pabjanice, Pabyanets, Pabyanitse, Pab'yanitsy","Russian: ?????????.   Yiddish: ????????  
7 miles SW of ??d?.","5,017",Piotrkow,5017,1900,,,,,,51.666667,19.366667
